review,result
"This powerful, elemental drama hits all the buttons, probably to a fault, but it's helped along by fine performances all around.",Fresh
"The lesson to be taken away from Red is that, after some killin', the only thing that can make someone feel better is a new puppy.",Rotten
"Somewhere along the line someone should have taken a long, hard look at the excesses of the ending and changed course.",Rotten
Begins promisingly and then swerves into absurdity.,Rotten
"What makes this movie worth seeing is the acting, which is superb throughout.",Fresh
"Along with Shotgun Stories, Felon, and a few other recent 'indie pulps,' Red is part of a wave of low-budget genre films that turn injustice into an abstract force ripping decent folk apart.",Fresh
"Once Avery's mission assumes a Freudian dimension, the allegory loses its moral force and changes from a meditation on justice, power and inequality into a gory melodrama.",Rotten
"As Diesen fades out with a pat, artificially full-circle ending, we still appreciate how Red danced on the edge of the Movie-of-the-Week abyss and, thanks to Cox and the careful tending of Jack Ketchum(TM)s original novel, never fell in.",Fresh
A final quarter sentimental streak clashes with the masochistic pleasure of watching middle America close ranks against a victim who can't even bark in his own defense.,Fresh
"The movie's escalating series of tit-for-tat revenge ploys becomes a bit tedious even at 95 minutes, but Cox and a rich (if not always well-served) supporting cast that includes Tom Sizemore, Amanda Plummer, and Robert Englund keep it more than watchable.",Fresh
An elegant and deceptively straightforward dramatic thriller.,Fresh
A movie that's completely out of its tree.,Rotten
A low-key but compelling thriller that refuses to follow the traditional vengeance movie template.,Fresh
...a deliberately paced and downright thoughtful piece of work.,Fresh
The hero in Red doesn't want revenge. He wants an apology. This isn't your ordinary vigilante film.,Fresh
A vicious and brutal parable on human cruelty in the Jack Ketchum tradition...,Fresh
This beguiling wisp of a film charms and maddens in equal measure.,Fresh
A sobering and resonant tale.,Fresh
"Saffron Burrows is commanding as a distraught woman who finds a novel way to cope with tragedy, but the movie constantly subverts realistic detail with the fantastic in ways that are not dramatically satisfying.",Rotten
"To be brutally honest, there are many other things I would rather do with my final days than sit through this clichd mess all over again.",Rotten
"Without its weirdo visual flourishes, The Guitar would be completely reprehensible.",Rotten
"After spending 45 of the movie's 95 minutes in an orgy of consumerism, The Guitar suddenly speeds up its tempo and begins bombarding us with plot developments.",Rotten
"The movie has more clichd rebirths in mind, and you'll resent where it goes.",Rotten
"Written by Amos Poe and directed with moxie by Amy Redford, it's the ultimate movie about optimism.",Fresh
Interesting only in showing how tin-eared scriptwriting (by Amos Poe) can make 2008 New York City seem less familiar than 1952 Japan.,Rotten
You have to see it for yourself. It is that out-of-the-depths triumphant.,Fresh
"Some new directors often opt for minimalism in the hope that less is more. This doesn't work for Amy Redford (Robert's daughter), who transitions from actress to filmmaker with The Guitar.",Rotten
[A] bizarre art-house equiva lent of The Bucket Lisy.,Rotten
That the movie is easy on the eyes (Melody's fetching silhouette against those sunset river views) doesn't make it any less bogus.,Rotten
"I was seduced by Melody's story. Sucked in, enjoying Amy Redford's film despite myself.",Fresh
"A strong, kind-hearted start to a hopefully active career [for director Amy Redford].",Fresh
"An interesting premise is weakened by directorial callowness, tonal uncertainty and an unengaging central performance.",Rotten
"The Guitar is a lark, at best, but when Burrows' healing indulgence extends to taking on lovers of both sexes, its goofiness acquires a certain hedonistic charm.",Rotten
We've probably all wondered what we'd do if given a few short months to live and the premise of The Guitar takes one self indulgent option,Rotten
"Director John Hillcoat has performed an admirable job of bringing Cormac McCarthy's Pulitzer Prize-winning novel to the screen as an intact and haunting tale, even at the cost of sacrificing color, big scenes and standard Hollywood imagery.",Fresh
"There is so much in this picture, from dread, horror, to suspense, bitterly moving love, extraordinary, Oscar-worthy art direction and a desperate lead performance from Viggo Mortensen which perfectly illustrates the ... desperation of parental love.",Fresh
"Except for the physical aspects of this bleak odyssey by a father and son through a post-apocalyptic landscape, this long-delayed production falls dispiritingly short on every front.",Rotten
"Fortunately, the rumourmongers were wrong -- Hillcoat's vision is forthright and brutal.",Fresh
Very moving.,Fresh
"The two principals are superb, and the direction is resonant in its very restraint.",Fresh
Viggo Mortensen gives the performance of his career in the faithfully rendered film adaptation of Cormac McCarthy's heartbreaking apocalyptic novel The Road.,Fresh
A journey worth taking.,Fresh
Really pulls you in and sticks with you ... an incredibly strong piece of dramatic storytelling.,Fresh
"John Hillcoat's faithful, near-perfect adaptation beautifully captures McCarthy's synthesis of all-encompassing darkness and enduring hope.",Fresh
